Longitude;Latitude;geohash;unique_prefix
-3.7;40.45;ezjq5g9wrdxv;ezjq5g9
-3.7;40.43;ezjq5b19zdrc;ezjq5b1
-3.69;40.41;ezjmuh3j2cbw;ezjmuh3
-3.58;40.47;ezjqnx34ggn8;ezjqnx3
-3.68;40.44;ezjqh3bk1f1h;ezjqh3b
-3.7;40.42;ezjmgy1xx9zb;ezjmgy1
-3.7;40.42;ezjmgy1xx9zb;ezjmgy1
-3.7;40.47;ezjq5z3dzepb;ezjq5z3
-3.66;40.45;ezjqhewy7fdj;ezjqhew
-3.66;40.44;ezjqh9yu5f4h;ezjqh9y
-3.82;40.47;ezjq1p66ge18;ezjq1p6
-3.69;40.58;ezjqu5358u8e;ezjqu53
-3.7;40.42;ezjmgy1xx9zb;ezjmgy1
-3.84;40.48;ezjq295v1dbe;ezjq295
-3.68;40.43;ezjqh203cf31;ezjqh20
-3.71;40.42;ezjmgw4rw9z2;ezjmgw4
-3.71;40.42;ezjmgw4rw9z2;ezjmgw4
-3.71;40.42;ezjmgw4rw9z2;ezjmgw4
-3.62;40.32;ezjmms5cpbsq;ezjmms5
-3.7;40.42;ezjmgy1xx9zb;ezjmgy1
-3.6;40.37;ezjmwj4s3cjx;ezjmwj4
-3.53;40.34;ezjmrxtt9114;ezjmrxt
-3.58;40.47;ezjqnx34ggn8;ezjqnx3
-3.68;40.44;ezjqh3bk1f1h;ezjqh3b
-3.58;40.47;ezjqnx34ggn8;ezjqnx3
-3.7;40.43;ezjq5b19zdrc;ezjq5b1
-3.7;40.45;ezjq5g9wrdxv;ezjq5g9
-3.69;40.46;ezjqhj908f2x;ezjqhj9
-3.68;40.44;ezjqh3bk1f1h;ezjqh3b
-3.64;40.46;ezjqjjt2tf7p;ezjqjjt
-3.72;40.43;ezjq5251vdqc;ezjq525
-3.71;40.42;ezjmgw4rw9z2;ezjmgw4
-3.74;40.37;ezjmdvhs79jz;ezjmdvh
-3.79;40.44;ezjq1cbhnd5h;ezjq1cb
-3.82;40.4;ezjmc4d75d1s;ezjmc4d
-3.91;40.46;ezjnpj8bd6kx;ezjnpj8
-3.61;40.54;ezjqtu568guv;ezjqtu5
-3.93;40.58;ezjnye678kee;ezjnye6
-1.13;37.99;eyz0n7c5v1dg;eyz0n7c
-1.98;43.32;ezww6ynjq9hz;ezww6yn
-0.89;41.61;ezrkewzgv6rc;ezrkewz
-0.56;38.29;eyz9g62prj98;eyz9g62
24.97;60.32;ud9z0hyt7nuv;ud9z0hy
24.97;60.32;ud9z0hyt7nuv;ud9z0hy
24.81;60.22;ud9wsddnfvu7;ud9wsdd
24.93;60.17;ud9wr397xhee;ud9wr39
24.94;60.17;ud9wr98g8hs7;ud9wr98
25.08;60.21;ud9yd8yswm76;ud9yd8y
24.96;60.29;ud9wzzrqdnu2;ud9wzzr
24.85;60.26;ud9wv3zpyvz7;ud9wv3z
7.34;47.75;u0mpxh8gfmhu;u0mpxh8
7.75;48.58;u0ts27erh0dy;u0ts27e
-0.53;44.79;ezzwgcy0dj76;ezzwgcy
-0.57;44.84;ezzx54bgyjc5;ezzx54b
-0.58;44.84;ezzx4fcevjbe;ezzx4fc
-0.57;44.85;ezzx5h8ynj9n;ezzx5h8
-0.65;44.84;ezzx14yevvug;ezzx14y
3.12;45.78;u04hqvzzv629;u04hqvz
5.04;47.32;u07t4wq4bx23;u07t4wq
1.08;48.24;u08f2tf6mu46;u08f2tf
2.33;48.81;u09ttj8dugtz;u09ttj8
2.78;48.87;u09yp2826sn4;u09yp28
2.24;48.89;u09w4uphgu3n;u09w4up
2.24;48.9;u09w4vzp5ucp;u09w4vz
2.22;48.9;u09w4tbx1szz;u09w4tb
2.4;48.74;u09tq8geh4cg;u09tq8g
2.4;48.74;u09tq8geh4cg;u09tq8g
2.33;48.88;u09wj42dsutg;u09wj42
2.33;48.86;u09tvn8whumb;u09tvn8
2.29;48.87;u09wh0e82u5d;u09wh0e
2.33;48.88;u09wj42dsutg;u09wj42
2.3;48.89;u09whk4ucukq;u09whk4
2.33;48.87;u09wj088kujf;u09wj08
2.34;48.89;u09wjhpuvuqq;u09wjhp
2.31;48.87;u09wh8d06uhf;u09wh8d
2.36;48.88;u09wjdq6xux7;u09wjdq
2.28;48.88;u09w5fk4xue5;u09w5fk
2.37;48.85;u09tvuvgbgxz;u09tvuv
2.34;48.88;u09wj4rftuw7;u09wj4r
2.32;48.84;u09tug13egvm;u09tug1
2.33;48.87;u09wj088kujf;u09wj08
2.34;48.85;u09tvhzgvgwr;u09tvhz
2.37;48.85;u09tvuvgbgxz;u09tvuv
2.33;48.85;u09tvhbeugtz;u09tvhb
2.35;48.86;u09tvqxnnuqb;u09tvqx
2.33;48.87;u09wj088kujf;u09wj08
2.33;48.87;u09wj088kujf;u09wj08
2.31;48.86;u09tuwdn4ukb;u09tuwd
2.36;48.88;u09wjdq6xux7;u09wjdq
2.33;48.87;u09wj088kujf;u09wj08
2.35;48.87;u09wj2x0qunf;u09wj2x
2.29;48.84;u09tu5598ggt;u09tu55
2.35;48.86;u09tvqxnnuqb;u09tvqx
2.3;48.84;u09tu74c9gum;u09tu74
2.29;48.85;u09tuhgebgex;u09tuhg
2.3;48.85;u09tukfgcgsr;u09tukf
2.35;48.84;u09tv7p1wgyv;u09tv7p
2.35;48.86;u09tvqxnnuqb;u09tvqx
2.37;48.85;u09tvuvgbgxz;u09tvuv
2.35;48.86;u09tvqxnnuqb;u09tvqx
2.33;48.84;u09tv509sgvv;u09tv50
2.34;48.85;u09tvhzgvgwr;u09tvhz
2.3;48.88;u09wh66f9us7;u09wh66
2.39;48.83;u09ty3hr7h14;u09ty3h
2.35;48.86;u09tvqxnnuqb;u09tvqx
2.32;48.84;u09tug13egvm;u09tug1
2.32;48.84;u09tug13egvm;u09tug1
2.32;48.88;u09whf36eut7;u09whf3
2.33;48.88;u09wj42dsutg;u09wj42
2.34;48.86;u09tvnxyjuq2;u09tvnx
2.33;48.88;u09wj42dsutg;u09wj42
2.33;48.83;u09tv10xkujf;u09tv10
2.36;48.86;u09tvwwqpur2;u09tvww
2.3;48.87;u09wh2db3uh6;u09wh2d
2.34;48.87;u09wj0xbmun6;u09wj0x
2.33;48.87;u09wj088kujf;u09wj08
2.37;48.85;u09tvuvgbgxz;u09tvuv
2.38;48.83;u09ty1jp6h0d;u09ty1j
2.34;48.85;u09tvhzgvgwr;u09tvhz
2.32;48.87;u09whb927uj6;u09whb9
2.36;48.88;u09wjdq6xux7;u09wjdq
2.35;48.87;u09wj2x0qunf;u09wj2x
2.28;48.86;u09tgysnpu70;u09tgys
2.35;48.86;u09tvqxnnuqb;u09tvqx
2.33;48.88;u09wj42dsutg;u09wj42
2.28;48.85;u09tguu5zgep;u09tguu
2.57;49.0;u09yf2pmtq4c;u09yf2p
2.33;48.88;u09wj42dsutg;u09wj42
1.98;48.83;u09mv11z3k54;u09mv11
2.24;48.89;u09w4uphgu3n;u09w4up
2.24;48.89;u09w4uphgu3n;u09w4up
2.58;49.0;u09yf8ntwq53;u09yf8n
2.54;49.01;u09ycccxfmc5;u09yccc
2.56;49.0;u09yf20jsq43;u09yf20
2.55;49.01;u09yf1bzgmcg;u09yf1b
2.55;49.01;u09yf1bzgmcg;u09yf1b
2.55;49.01;u09yf1bzgmcg;u09yf1b
2.09;48.9;u09qptczhsbz;u09qptc
2.04;48.78;u09mw2jkp6y5;u09mw2j
2.78;48.85;u09vzkb7fewp;u09vzkb
2.37;48.76;u09tmumz8frz;u09tmum
2.39;48.76;u09tqkkre43p;u09tqkk
2.52;48.99;u09y9q752q0p;u09y9q7
2.52;48.99;u09y9q752q0p;u09y9q7
2.22;48.78;u09td80s1dzg;u09td80
2.13;48.8;u09t87z08e5n;u09t87z
3.89;43.61;spfb0dbwet66;spfb0db
1.4;43.69;spbbxce2wq59;spbbxce
1.45;43.61;spc00fzyemq6;spc00fz
2.24;48.84;u09tfgp1egcj;u09tfgp
1.81;50.93;u1139pw0b01v;u1139pw
3.07;50.64;u140jfex2hjf;u140jfe
3.06;50.64;u140jdsprhj6;u140jds
3.13;50.62;u0fpzpp4y79p;u0fpzpp
1.53;47.21;u03hdf645tdw;u03hdf6
-1.56;47.22;gbquss0h3q5x;gbquss0
-1.56;47.21;gbqusd241mew;gbqusd2
0.69;47.39;u02mxen6y0jm;u02mxen
2.11;49.46;u0c925bmqs1f;u0c925b
7.02;43.55;spszz8pc1u72;spszz8p
5.22;43.42;spexnb35ff3c;spexnb3
5.21;43.42;spexn83gcf39;spexn83
5.37;43.3;spey64w2f0fh;spey64w
5.38;43.29;spey62twe14f;spey62t
5.35;43.36;spey9try21cn;spey9tr
5.36;43.31;spey3ur5113v;spey3ur
5.48;43.29;speyk8wqt304;speyk8w
5.48;43.29;speyk8wqt304;speyk8w
7.0;43.59;spszzr34pufr;spszzr3
7.27;43.7;spv0t7mfgq8f;spv0t7m
7.21;43.67;spv0kjfhjjtw;spv0kjf
7.2;43.66;spv07u4cujug;spv07u4
4.73;45.98;u05medkkbvps;u05medk
5.71;45.19;u0h11ftfudk9;u0h11ft
4.84;45.76;u05kq4k7k1vw;u05kq4k
4.82;45.74;u05kjwtyf4k9;u05kjwt
4.86;45.76;u05kqd6gq1yy;u05kqd6
4.86;45.76;u05kqd6gq1yy;u05kqd6
4.84;45.77;u05kqhhms4mx;u05kqhh
4.84;45.76;u05kq4k7k1vw;u05kq4k
5.08;45.72;u05s5e54k9fq;u05s5e5
4.88;45.77;u05krh1t84rz;u05krh1
-2.57;51.54;gcnjjw8d68t1;gcnjjw8
-2.35;53.38;gcqrdt8c113j;gcqrdt8
0.88;51.14;u10dujbb16ze;u10dujb
0.87;51.15;u10dgz9d27rh;u10dgz9
-1.51;52.22;gcqcjdk7w3y2;gcqcjdk
-1.5;52.22;gcqcjf7ex3yb;gcqcjf7
-0.2;52.01;gcpzgknk5wmh;gcpzgkn
-1.32;52.08;gcr03bygczbx;gcr03by
-0.24;51.48;gcpufe9hxx7n;gcpufe9
-0.2;51.66;gcpvgkqm79vn;gcpvgkq
0.48;51.59;u10m6ztt8c1f;u10m6zt
0.46;51.57;u10m6kncnb8y;u10m6kn
-1.11;51.27;gcp5wtrtrhgc;gcp5wtr
-1.08;51.27;gcp5xmmt6hv9;gcp5xmm
-1.09;51.27;gcp5xjqm3hv1;gcp5xjq
-2.36;51.38;gcnk633w0n2s;gcnk633
-2.36;51.38;gcnk633w0n2s;gcnk633
-2.36;51.38;gcnk633w0n2s;gcnk633
-0.64;51.61;gcpt97mfncmm;gcpt97m
-0.63;51.59;gcpt3xtjxcjf;gcpt3xt
-0.49;52.03;gcpxuzg0wnv8;gcpxuzg
-0.49;52.03;gcpxuzg0wnv8;gcpxuzg
-0.48;52.14;gcr8t5f3x0q5;gcr8t5f
-0.49;52.03;gcpxuzg0wnv8;gcpxuzg
-1.56;51.48;gcnuue8h9r7w;gcnuue8
-1.56;51.48;gcnuue8h9r7w;gcnuue8
-0.67;51.41;gcps2ybhgyef;gcps2yb
-0.42;53.84;gcxdq3q0tr3q;gcxdq3q
0.15;51.46;u10hg2j0pr05;u10hg2j
-2.83;53.54;gctbxdem05x1;gctbxde
-4.22;51.02;gchfpzzj4ckj;gchfpzz
-1.91;52.48;gcqds99njubz;gcqds99
-1.89;52.48;gcqdscxwpucz;gcqdscx
-1.91;52.47;gcqdkxc5vv0u;gcqdkxc
-1.73;52.45;gcqf2shr2hf3;gcqf2sh
-1.72;52.45;gcqf2u5x3hg1;gcqf2u5
-1.95;52.36;gcq9geu51ew9;gcq9geu
-1.9;52.48;gcqdsc8qnucr;gcqdsc8
-1.9;52.48;gcqdsc8qnucr;gcqdsc8
-1.89;52.48;gcqdscxwpucz;gcqdscx
-1.9;52.48;gcqdsc8qnucr;gcqdsc8
-1.72;52.45;gcqf2u5x3hg1;gcqf2u5
-1.95;52.36;gcq9geu51ew9;gcq9geu
-1.91;52.48;gcqds99njubz;gcqds99
-1.82;52.51;gcqdwx4syvjs;gcqdwx4
-1.91;52.48;gcqds99njubz;gcqds99
-1.89;52.48;gcqdscxwpucz;gcqdscx
-1.95;52.36;gcq9geu51ew9;gcq9geu
-1.64;53.74;gcwcdxjf1nrk;gcwcdxj
0.16;51.87;u10p5dss8k8e;u10p5ds
0.19;51.87;u10ph6dkekd7;u10ph6d
-2.45;53.73;gcw38jpzyvge;gcw38jp
-3.05;53.82;gctf4teh1z55;gctf4te
-3.01;53.81;gctf5eb1vzm3;gctf5eb
-1.47;54.95;gcybwe3dfw8d;gcybwe3
-2.58;53.6;gcw0vm969eut;gcw0vm9
-2.43;53.58;gcw2b9yw0uk8;gcw2b9y
-2.57;53.6;gcw0vt8ddevj;gcw0vt8
-1.88;50.72;gcn8t1r12vd2;gcn8t1r
-1.9;50.72;gcn8sc23qv92;gcn8sc2
-1.86;50.72;gcn8t9m96ve2;gcn8t9m
-1.82;50.75;gcn8wwf8nvtw;gcn8wwf
-1.88;50.72;gcn8t1r12vd2;gcn8t1r
-1.86;50.73;gcn8tejedv76;gcn8tej
-0.74;51.39;gcpkr5m0kwpz;gcpkr5m
-1.75;53.79;gcwf00jtqncm;gcwf00j
-1.73;53.77;gcwcbss2bnd6;gcwcbss
0.57;51.87;u10rhfxh9uwg;u10rhfx
0.57;51.87;u10rhfxh9uwg;u10rhfx
0.63;52.45;u126qk4z2hf1;u126qk4
0.63;52.45;u126qk4z2hf1;u126qk4
0.3;51.62;u10jwv4kq90p;u10jwv4
-3.54;51.5;gcjkzrq30pbd;gcjkzrq
-2.11;52.48;gcq6xcxw1kyp;gcq6xcx
-1.75;53.71;gcwc81teqj92;gcwc81t
-0.15;50.82;gcpche6zbwxf;gcpche6
-0.14;50.82;gcpchg6pcy86;gcpchg6
-0.14;50.82;gcpchg6pcy86;gcpchg6
-2.59;51.46;gcnhv0400xh5;gcnhv04
-2.59;51.46;gcnhv0400xh5;gcnhv04
-2.6;51.53;gcnjhudxzxgx;gcnjhud
-2.75;51.48;gcnhc7ts8r7q;gcnhc7t
-2.59;51.46;gcnhv0400xh5;gcnhv04
-2.61;51.46;gcnhu852nx55;gcnhu85
-2.58;51.45;gcnhtq1mcxk9;gcnhtq1
-2.71;51.39;gcnh6768kqjx;gcnh676
-2.71;51.48;gcnhf7dssrmw;gcnhf7d
-2.58;51.45;gcnhtq1mcxk9;gcnhtq1
-2.71;51.48;gcnhf7dssrmw;gcnhf7d
-2.6;51.53;gcnjhudxzxgx;gcnjhud
0.02;51.4;u10h2mnddnc0;u10h2mn
0.02;51.4;u10h2mnddnc0;u10h2mn
0.02;51.41;u10h2qysfn94;u10h2qy
-2.97;53.17;gcmykrm39yp3;gcmykrm
-0.75;52.08;gcr2qbvggxzr;gcr2qbv
-0.75;52.08;gcr2qbvggxzr;gcr2qbv
-0.54;51.26;gcpeeewg1h6b;gcpeeew
-2.28;53.59;gcw2u5gb2hhf;gcw2u5g
0.71;52.25;u1290pv421yq;u1290pv
-0.76;51.32;gcp7yww8dtqf;gcp7yww
-0.75;51.34;gcpknfjv5txq;gcpknfj
0.12;52.21;u12148x3k1nr;u12148x
0.14;52.21;u12150tcq1px;u12150t
-0.3;52.55;gcrfcnmtcmzg;gcrfcnm
0.12;52.2;u120fwxrh1qm;u120fwx
0.14;52.19;u120ghvuy0zs;u120ghv
0.13;52.21;u1214bw9m1pp;u1214bw
1.08;51.28;u10g8x4rtud7;u10g8x4
1.08;51.28;u10g8x4rtud7;u10g8x4
-3.19;51.51;gcjtp3j57xes;gcjtp3j
-2.94;54.9;gcvbm45ptn11;gcvbm45
-1.34;53.71;gcx19985rtx8;gcx1998
-1.34;53.71;gcx19985rtx8;gcx1998
0.53;51.4;u10kkj1ftyu8;u10kkj1
0.52;51.38;u10k7c6whykh;u10k7c6
-2.21;53.39;gcqrtxqer30x;gcqrtxq
0.47;51.73;u10q69njpfc7;u10q69n
0.47;51.73;u10q69njpfc7;u10q69n
-2.08;51.9;gcnx28j7kmx8;gcnx28j
-2.64;53.42;gcqpguvd593j;gcqpguv
-2.89;53.26;gcmyypxtfp79;gcmyypx
-2.89;53.19;gcmyw4zw4n7s;gcmyw4z
-3.01;53.23;gcmygd0pjzj7;gcmygd0
-3.01;53.81;gctf5eb1vzm3;gctf5eb
-1.33;53.24;gcrncsp92z8h;gcrncsp
-1.34;53.2;gcrn9sb0rwzt;gcrn9sb
-0.78;50.84;gcp3nr0h2wvv;gcp3nr0
-0.36;51.72;gcpwpz3fg7h8;gcpwpz3
-0.28;51.5;gcpucxk15xbf;gcpucxk
-2.69;53.63;gcw14g11qky9;gcw14g1
-2.69;53.63;gcw14g11qky9;gcw14g1
-2.69;53.63;gcw14g11qky9;gcw14g1
-1.97;51.72;gcnw5pm6zej8;gcnw5pm
-1.72;53.74;gcwc8z5d1n7h;gcwc8z5
-0.41;51.33;gcpsn8m6ymcg;gcpsn8m
-3.37;54.65;gctwgkdp369v;gctwgkd
0.9;51.89;u10xhqr35sbx;u10xhqr
-1.55;52.47;gcqfkxz7fmhk;gcqfkxz
-1.49;52.44;gcqfq47j0kr2;gcqfq47
-1.51;52.41;gcqfjsuqqkn6;gcqfjsu
-1.55;52.47;gcqfkxz7fmhk;gcqfkxz
-1.55;52.47;gcqfkxz7fmhk;gcqfkxz
-1.55;52.4;gcqfhepk4kk2;gcqfhep
-1.5;52.4;gcqfjg5spkqb;gcqfjg5
-1.51;52.4;gcqfjehknkq2;gcqfjeh
-0.18;51.12;gcpfgfhgtdqr;gcpfgfh
-0.19;51.12;gcpfgdjesdmx;gcpfgdj
-2.44;53.1;gcqq06x1zvhh;gcqq06x
-0.1;51.38;gcpum9rnjy6s;gcpum9r
-0.1;51.38;gcpum9rnjy6s;gcpum9r
-0.09;51.37;gcpujzw7yvg5;gcpujzw
-1.55;54.53;gcwyhwzk62s3;gcwyhwz
1.4;51.22;u10gru76nk78;u10gru7
-1.45;52.92;gcqvp1b1kd9t;gcqvp1b
-1.48;52.92;gcqvn3f336xv;gcqvn3f
-1.46;52.96;gcqvqc0f7e3h;gcqvqc0
-2.81;51.77;gcnn803y4781;gcnn803
-1.14;53.52;gcx0qp1bs54q;gcx0qp1
-1.14;53.52;gcx0qp1bs54q;gcx0qp1
-2.07;52.51;gcqd8zhsvt0h;gcqd8zh
-1.57;54.78;gcwzsk2u87gj;gcwzsk2
-1.37;54.82;gcxpbgdmsstg;gcxpbgd
-1.58;54.78;gcwzsh3kx7ft;gcwzsh3
-1.84;54.85;gcy8n1hhkuu9;gcy8n1h
-1.69;54.64;gcwycdcmh4hs;gcwycdc
-0.31;51.51;gcpv0cn72rxh;gcpv0cn
-0.3;51.51;gcpv11je3rxu;gcpv11j
-0.02;51.13;gcpfzecmvgnb;gcpfzec
0.28;50.77;u100y67usqp1;u100y67
-1.92;52.47;gcqdkrcguv0k;gcqdkrc
-1.93;52.45;gcqdkh4x7sz9;gcqdkh4
-0.28;51.61;gcpv9ek4592v;gcpv9ek
-3.18;55.96;gcvwrehqseuj;gcvwreh
-0.31;51.64;gcpvbby2b3x5;gcpvbby
0.27;52.4;u124n5hs5kq8;u124n5h
-0.95;50.85;gcp362unxqu8;gcp362u
0.11;51.7;u10n4e8n74tv;u10n4e8
-0.27;51.33;gcpu1b76utc7;gcpu1b7
0.28;51.49;u10hym7yurzp;u10hym7
0.19;51.87;u10ph6dkekd7;u10ph6d
-3.53;50.71;gcj2rxmx1hcp;gcj2rxm
-3.54;50.73;gcj2x7n78j2d;gcj2x7n
-3.53;50.72;gcj2x9m93j90;gcj2x9m
-3.4;50.64;gcj84dspqk04;gcj84ds
-0.76;51.29;gcp7y9n9ftnu;gcp7y9n
-0.8;51.21;gcp7mf3ryesz;gcp7mf3
-0.78;51.22;gcp7qk240smb;gcp7qk2
-0.41;51.45;gcpswwjmyr3c;gcpswwj
-0.86;51.3;gcp7u6vu0scx;gcp7u6v
-0.86;51.3;gcp7u6vu0scx;gcp7u6v
1.18;51.08;u10fdfg4xfrx;u10fdfg
1.11;51.12;u10fc6078f7z;u10fc60
-4.92;50.39;gbuw8j1r58wn;gbuw8j1
-1.62;54.92;gcyb7juk5m8q;gcyb7ju
-1.67;54.96;gcyb9vpvnnmu;gcyb9vp
-1.67;54.96;gcyb9vpvnnmu;gcyb9vp
-2.43;51.66;gcnmbsqt2cuw;gcnmbsq
-2.43;51.66;gcnmbsqt2cuw;gcnmbsq
-2.43;51.66;gcnmbsqt2cuw;gcnmbsq
-2.43;51.66;gcnmbsqt2cuw;gcnmbsq
-0.64;52.91;gcrscrvznfv7;gcrscrv
1.73;52.61;u135r37eryvt;u135r37
0.27;51.44;u10hwhkeeqy8;u10hwhk
0.27;51.44;u10hwhkeeqy8;u10hwhk
-0.58;51.24;gcpe6zcwth8e;gcpe6zc
-0.49;51.29;gcpeuc51yjjs;gcpeuc5
-0.59;51.24;gcpe6xfqsh85;gcpe6xf
-0.57;51.24;gcpe7pbywh95;gcpe7pb
-0.61;51.24;gcpe6pgy9ux5;gcpe6pg
0.23;50.88;u101mnrmrrsk;u101mnr
-0.22;51.49;gcpufvrycxup;gcpufvr
-0.86;51.3;gcp7u6vu0scx;gcp7u6v
-0.86;51.3;gcp7u6vu0scx;gcp7u6v
-0.86;51.3;gcp7u6vu0scx;gcp7u6v
-0.76;51.29;gcp7y9n9ftnu;gcp7y9n
-0.41;51.3;gcpeydvknkcz;gcpeydv
-0.38;51.43;gcpsx6e33qgm;gcpsx6e
-2.18;53.03;gcqmwmud4k60;gcqmwmu
-0.84;51.28;gcp7szhrdsde;gcp7szh
-0.86;51.3;gcp7u6vu0scx;gcp7u6v
0.09;51.77;u10nd03w15sc;u10nd03
-1.54;53.99;gcwghuwde3ub;gcwghuw
-0.34;51.58;gcpv2mb7m3jx;gcpv2mb
-0.42;51.48;gcpsy7whtr3q;gcpsy7w
-0.11;51.01;gcpfjqpfubfh;gcpfjqp
-1.21;51.76;gcpnkqwgugn8;gcpnkqw
-0.42;51.48;gcpsy7whtr3q;gcpsy7w
-0.47;51.75;gcpwmkcc85nw;gcpwmkc
-0.9;51.54;gcpm5w8dk2x3;gcpm5w8
-2.71;52.06;gcq04m4xkrts;gcq04m4
-0.08;51.8;gcpywjvszgex;gcpywjv
0.19;51.87;u10ph6dkekd7;u10ph6d
-0.22;51.69;gcpy4czu1dhh;gcpy4cz
-2.09;54.98;gcy8b2y1eqz0;gcy8b2y
-0.75;51.63;gcpmwyvye9z2;gcpmwyv
-0.28;51.95;gcpz99hnew0c;gcpz99h
0.22;51.56;u10jm40ny2gu;u10jm40
-2.53;53.58;gcw0y3vwnsr2;gcw0y3v
-0.36;51.47;gcpszccf7rss;gcpszcc
-0.48;51.47;gcpsv1f6rpwh;gcpsv1f
-0.49;51.47;gcpsucg4qpts;gcpsucg
-0.16;50.83;gcpchm76pxp7;gcpchm7
-0.33;53.74;gcxc8rpdnqqh;gcxc8rp
-0.41;53.72;gcx9wemmwq1c;gcx9wem
-1.56;51.48;gcnuue8h9r7w;gcnuue8
-1.56;51.48;gcnuue8h9r7w;gcnuue8
-1.56;51.48;gcnuue8h9r7w;gcnuue8
-0.18;52.33;gcrceykumeqk;gcrceyk
-2.09;53.47;gcw80myj76xj;gcw80my
0.07;51.56;u10j3d4yz0gu;u10j3d4
1.16;52.06;u12b4mhxmzws;u12b4mh
1.14;52.05;u12b1gqj5zje;u12b1gq
1.15;52.05;u12b45mmhzn5;u12b45m
1.06;52.0;u10zb47cgy94;u10zb47
-4.48;54.15;gcsu419y87vv;gcsu419
-1.58;52.34;gcqcu01qx74w;gcqcu01
-0.26;51.63;gcpvdnfwt9cb;gcpvdnf
-0.73;52.43;gcr6r2s6vu2w;gcr6r2s
-2.25;52.39;gcq6hc39g5wr;gcq6hc3
-0.19;51.54;gcpv5wtdk8t9;gcpv5wt
-0.3;51.41;gcpu3nvscqxf;gcpu3nv
-3.69;55.51;gcv7u1310v8w;gcv7u13
-2.9;53.78;gctcyn271n7h;gctcyn2
-2.8;54.05;gcw52r90560s;gcw52r9
-1.55;52.28;gcqcktr346hk;gcqcktr
-1.53;52.29;gcqcmpjgk6tm;gcqcmpj
-1.59;53.84;gcwf7c60wr6n;gcwf7c6
-1.54;53.8;gcwfhcyxequb;gcwfhcy
-1.5;53.84;gcwfmc78xrqy;gcwfmc7
-1.55;53.8;gcwfh9zrdqu2;gcwfh9z
-1.59;53.73;gcwcev4pymf5;gcwcev4
-1.55;53.79;gcwfh8pm6qum;gcwfh8p
-1.55;53.8;gcwfh9zrdqu2;gcwfh9z
-1.56;53.8;gcwfh9bp9qg8;gcwfh9b
-1.54;53.8;gcwfhcyxequb;gcwfhcy
-1.55;53.79;gcwfh8pm6qum;gcwfh8p
-1.55;53.8;gcwfh9zrdqu2;gcwfh9z
-1.09;52.68;gcr5xnn71pv4;gcr5xnn
-1.13;52.62;gcr5q71jtnfb;gcr5q71
-1.14;52.64;gcr5qncfhp47;gcr5qnc
-1.15;52.63;gcr5mufxgp3c;gcr5muf
-1.21;52.62;gcr5k7nvsyy8;gcr5k7n
-1.21;52.62;gcr5k7nvsyy8;gcr5k7n
-1.21;52.62;gcr5k7nvsyy8;gcr5k7n
-0.54;53.23;gcrwgdnz1p4g;gcrwgdn
-0.55;53.22;gcrwg2rsbp63;gcrwg2r
-0.55;53.23;gcrwg6px0p47;gcrwg6p
-0.82;51.08;gcp6t6ffsd7x;gcp6t6f
-0.83;51.08;gcp6t4gded7p;gcp6t4g
-2.98;53.41;gcmzu4ypbcwg;gcmzu4y
-2.85;53.35;gcmzx0hdq0w1;gcmzx0h
-2.86;53.34;gcmzqym2j0tw;gcmzqym
-2.96;53.41;gcmzuduxfcxg;gcmzudu
-2.92;53.46;gctbjs1ep44h;gctbjs1
-2.86;53.34;gcmzqym2j0tw;gcmzqym
-2.99;53.41;gcmzgfyxzcw7;gcmzgfy
-2.97;53.41;gcmzu6vrccx7;gcmzu6v
-2.99;53.4;gcmzgcntxcy2;gcmzgcn
-2.99;53.4;gcmzgcntxcy2;gcmzgcn
-2.97;53.41;gcmzu6vrccx7;gcmzu6v
-2.97;53.4;gcmzu3jm9cz2;gcmzu3j
-0.17;51.46;gcpuu0h0nxng;gcpuu0h
-0.11;51.46;gcpuv2pbhz45;gcpuv2p
0.25;51.88;u10pjsqncmjs;u10pjsq
-0.1;51.51;gcpvj9p5mzds;gcpvj9p
-0.12;51.53;gcpvjk8xgzcx;gcpvjk8
-0.19;51.49;gcpugtmwuxvx;gcpugtm
-0.21;51.52;gcpv54zjf8ht;gcpv54z
-0.14;51.52;gcpvhffjcb0m;gcpvhff
-0.02;51.5;gcpuzx33jzyf;gcpuzx3
-0.15;51.44;gcpuss6g8wzb;gcpuss6
-0.19;51.49;gcpugtmwuxvx;gcpugtm
-0.09;51.51;gcpvjcn7qzeh;gcpvjcn
-0.15;51.52;gcpvhdfvb8pv;gcpvhdf
-0.17;51.43;gcpus4s1qwyv;gcpus4s
-0.11;51.53;gcpvjkxzuzfp;gcpvjkx
-0.15;51.49;gcpuut6ybxzz;gcpuut6
-0.22;51.51;gcpv4cpg3xsh;gcpv4cp
-0.3;51.51;gcpv11je3rxu;gcpv11j
-0.09;51.52;gcpvjfymyb5j;gcpvjfy
-0.19;51.5;gcpugxm9hxvd;gcpugxm
-0.22;51.51;gcpv4cpg3xsh;gcpv4cp
-0.08;51.46;gcpuy0j8pz5e;gcpuy0j
-0.14;51.5;gcpuuz611zb6;gcpuuz6
-0.18;51.5;gcpugzkcjxy6;gcpugzk
-0.19;51.48;gcpugetssxmw;gcpuget
-0.12;51.52;gcpvj6btgb1t;gcpvj6b
-0.14;51.59;gcpvkzdj9c06;gcpvkzd
-0.13;51.57;gcpvmh134b8y;gcpvmh1
-0.14;51.46;gcpuub401z07;gcpuub4
